id,value
DSC.PPMSDR.PPMSDR_Mag_(V)_read,9090
DSC.PPMSDR.PPMSDR_Mag_(V)_set,9090
DSC.PPMSDR.PPMSDR_Mag_adj_sc(I)set,9090
DSC.PPMSDR.PPMSDR_Magnet_(Oe),9090
DSC.PPMSDR.PPMSDR_Magnetic_Field_(Oe),9090
DSC.PPMSDR.PPMSDR_MAP_1
DSC.PPMSDR.PPMSDR_MAP_10,9090
DSC.PPMSDR.PPMSDR_MAP_11,9090
DSC.PPMSDR.PPMSDR_MAP_12,9090
DSC.PPMSDR.PPMSDR_MAP_13,9090
DSC.PPMSDR.PPMSDR_MAP_14,9090
DSC.PPMSDR.PPMSDR_MAP_15,9090
DSC.PPMSDR.PPMSDR_MAP_16,9090
DSC.PPMSDR.PPMSDR_MAP_17,9090
DSC.PPMSDR.PPMSDR_MAP_18,9090
DSC.PPMSDR.PPMSDR_MAP_19,9090
DSC.PPMSDR.PPMSDR_MAP_2
DSC.PPMSDR.PPMSDR_MAP_20,9090
DSC.PPMSDR.PPMSDR_Map_20_(),9090
DSC.PPMSDR.PPMSDR_MAP_21,9090
DSC.PPMSDR.PPMSDR_Map_21_(),9090
DSC.PPMSDR.PPMSDR_MAP_22,9090
DSC.PPMSDR.PPMSDR_Map_22_(),9090
DSC.PPMSDR.PPMSDR_MAP_23,9090
DSC.PPMSDR.PPMSDR_Map_23_(),9090
DSC.PPMSDR.PPMSDR_MAP_24,9090
DSC.PPMSDR.PPMSDR_Map_24_(),9090
DSC.PPMSDR.PPMSDR_MAP_25,9090
DSC.PPMSDR.PPMSDR_Map_25_(),9090
DSC.PPMSDR.PPMSDR_MAP_26,9090
DSC.PPMSDR.PPMSDR_Map_26_(),9090
DSC.PPMSDR.PPMSDR_MAP_27,9090
DSC.PPMSDR.PPMSDR_Map_27_(),9090
DSC.PPMSDR.PPMSDR_MAP_28,9090
DSC.PPMSDR.PPMSDR_Map_28_(),9090
DSC.PPMSDR.PPMSDR_MAP_29,9090
DSC.PPMSDR.PPMSDR_Map_29_(),9090
DSC.PPMSDR.PPMSDR_MAP_3
DSC.PPMSDR.PPMSDR_MAP_30,9090
DSC.PPMSDR.PPMSDR_MAP_4,9090
DSC.PPMSDR.PPMSDR_MAP_5,9090
DSC.PPMSDR.PPMSDR_MAP_6,9090
DSC.PPMSDR.PPMSDR_Map_67_(),9090
DSC.PPMSDR.PPMSDR_Map_68_(),9090
DSC.PPMSDR.PPMSDR_Map_69_(),9090
DSC.PPMSDR.PPMSDR_MAP_7,9090
DSC.PPMSDR.PPMSDR_MAP_8,9090
DSC.PPMSDR.PPMSDR_Map_89_(),9090
DSC.PPMSDR.PPMSDR_MAP_9,9090
DSC.PPMSDR.PPMSDR_Map_90_(),9090
DSC.PPMSDR.PPMSDR_Map_91_(),9090
DSC.PPMSDR.PPMSDR_Map_92_(),9090
DSC.PPMSDR.PPMSDR_Map_93_(),9090
DSC.PPMSDR.PPMSDR_Neck_Excit_(uA),9090
DSC.PPMSDR.PPMSDR_Neck_Htr_Cur_(mA),9090
DSC.PPMSDR.PPMSDR_Neck_Htr_Pwr_(W),9090
DSC.PPMSDR.PPMSDR_Neck_Therm_(K),9090
DSC.PPMSDR.PPMSDR_NeckHeater(Ohm),9090
DSC.PPMSDR.PPMSDR_Plat_Excit_(uA),9090
DSC.PPMSDR.PPMSDR_Plat_Therm_(K),9090
DSC.PPMSDR.PPMSDR_Pressure_(),9090
DSC.PPMSDR.PPMSDR_Pump_power_(W),9090
DSC.PPMSDR.PPMSDR_Pump_temp_(C),9090
DSC.PPMSDR.PPMSDR_Redirected_55_(),9090
DSC.PPMSDR.PPMSDR_Redirected_56_(),9090
DSC.PPMSDR.PPMSDR_Redirected_57_(),9090
DSC.PPMSDR.PPMSDR_Redirected_58_(),9090
DSC.PPMSDR.PPMSDR_Redirected_59_(),9090
DSC.PPMSDR.PPMSDR_Redirected_61_(),9090
DSC.PPMSDR.PPMSDR_Regen_htr_flag,9090
DSC.PPMSDR.PPMSDR_Sample_Position_(deg),9090
DSC.PPMSDR.PPMSDR_Seq_Stat_(),9090
DSC.PPMSDR.PPMSDR_Setpoint_(K),9090
DSC.PPMSDR.PPMSDR_Signal_1_Vin_(V),9090
DSC.PPMSDR.PPMSDR_Signal_2_Vin_(V),9090
DSC.PPMSDR.PPMSDR_Spare_Excit_(uA),9090
DSC.PPMSDR.PPMSDR_Spare_Therm_(K),9090
DSC.PPMSDR.PPMSDR_Status_(code),9090
DSC.PPMSDR.PPMSDR_Sw_heater_state,9090
DSC.PPMSDR.PPMSDR_Sys_Temp_(),9090
DSC.PPMSDR.PPMSDR_System_Pres_(Torr),9090
DSC.PPMSDR.PPMSDR_System_Status_(code),9090
DSC.PPMSDR.PPMSDR_Tableless_Map53_(),9090
DSC.PPMSDR.PPMSDR_Tableless_Map54_(),9090
DSC.PPMSDR.PPMSDR_Temperature_(K),9090
DSC.PPMSDR.PPMSDR_Therm_v,9090
DSC.PPMSDR.PPMSDR_Time_Stamp_(sec),9090
DSC.PPMSDR.PPMSDR_Valve_Position_(deg),9090
DSC.SPM
DSC.SPM.Laser_Power,9090
DSC.SPM.SPM_scanner_X,9090
DSC.SPM.SPM_scanner_Y,9090
DSC.TEMPerHUM
DSC.TEMPerHUM.Agilent___Humidity,9090
DSC.TEMPerHUM.Agilent___ID,9090
DSC.TEMPerHUM.Agilent___Location,9090
DSC.TEMPerHUM.Agilent___Picture_URL,9090
DSC.TEMPerHUM.Agilent___Temperature,9090
DSC.TEMPerHUM.Cypher___Humidity,9090
DSC.TEMPerHUM.Cypher___ID,9090
DSC.TEMPerHUM.Cypher___Location,9090
DSC.TEMPerHUM.Cypher___Picture_URL,9090
DSC.TEMPerHUM.Cypher___Temperature,9090
DSC.TEMPerHUM.MFP-3D___Humidity,9090
DSC.TEMPerHUM.MFP-3D___ID,9090
DSC.TEMPerHUM.MFP-3D___Location,9090
DSC.TEMPerHUM.MFP-3D___Picture_URL,9090
DSC.TEMPerHUM.MFP-3D___Temperature,9090
DSC.TEMPerHUM.SuitcaseAFM___Humidity,9090
DSC.TEMPerHUM.SuitcaseAFM___ID,9090
DSC.TEMPerHUM.SuitcaseAFM___Location,9090
DSC.TEMPerHUM.SuitcaseAFM___Picture_URL,9090
DSC.TEMPerHUM.SuitcaseAFM___Temperature,9090
DSC.TEMPerHUM.BlueIris___Temperature,9090
DSC.TEMPerHUM.BlueIris___Picture_URL,9090
DSC.TEMPerHUM.BlueIris___Location,9090
DSC.TEMPerHUM.BlueIris___ID,9090
DSC.TEMPerHUM.BlueIris___Humidity,9090
DSC.TEMPerHUM.Face___Humidity,9090
DSC.TEMPerHUM.Face___Temperature,9090
DSC.TEMPerHUM.Face___Picture_URL,9090
DSC.TEMPerHUM.Face___Location,9090
DSC.TEMPerHUM.Face___ID,9090
DSC.TEMPerHUM.RedIris___Temperature,9090
DSC.TEMPerHUM.RedIris___Picture_URL,9090
DSC.TEMPerHUM.RedIris___Location,9090
DSC.TEMPerHUM.RedIris___ID,9090
DSC.TEMPerHUM.RedIris___Humidity,9090
DSC.TEMPerHUM.NPL1stFloor___Temperature,9090
DSC.TEMPerHUM.NPL1stFloor___Picture_URL,9090
DSC.TEMPerHUM.NPL1stFloor___Location,9090
DSC.TEMPerHUM.NPL1stFloor___ID,9090
DSC.TEMPerHUM.NPL1stFloor___Humidity,9090
DSC.SR7270_09337296
DSC.SR7270_09337296.Y_(V_or_A),9090
DSC.SR7270_09337296.X_(V_or_A),9090
DSC.SR7270_09337296.Voltage_Mode,9090
DSC.SR7270_09337296.Sensitivity_(V_or_A),9090
DSC.SR7270_09337296.REF_time_constant_(s),9090
DSC.SR7270_09337296.REF_phase_(°),9090
DSC.SR7270_09337296.REF_harmonic,9090
DSC.SR7270_09337296.REF_frequency_(Hz),9090
DSC.SR7270_09337296.Phase_(°),9090
DSC.SR7270_09337296.Oscillator_frequency_(Hz),9090
DSC.SR7270_09337296.Oscillator_Amplitude_(V),9090
DSC.SR7270_09337296.Mag_(V_or_A),9090
DSC.SR7270_09337296.Line_Filter,9090
DSC.SR7270_09337296.Float,9090
DSC.SR7270_09337296.FET,9090
DSC.SR7270_09337296.Current_Mode,9090
DSC.SR7270_09337296.AC-DC_Coupling,9090
DSC.SR7270_09337296.AC_Gain,9090
